linkedinUrl,query,timestamp
https://www.linkedin.com/company/tata-consultancy-services,TataConsultancyServices,2018-10-18T14:35:24.878Z
https://www.linkedin.com/company/geoscience-australia,GeoscienceAustralia,2018-10-18T14:36:16.652Z
https://www.linkedin.com/company/blockgrain,BlockGrai,2018-10-18T14:36:17.633Z
https://www.linkedin.com/company/emarsys,Emarsys,2018-10-18T14:37:13.993Z
https://www.linkedin.com/company/network-international,NetworkInternational,2018-10-18T14:37:14.967Z
https://www.linkedin.com/company/pickstar,PickStar,2018-10-18T14:37:50.999Z
https://www.linkedin.com/company/paxus,Paxus-Technology+DigitalTalent,2018-10-18T14:37:51.879Z
https://www.linkedin.com/company/the-trade-desk,TheTradeDesk,2018-10-18T14:37:52.543Z
https://www.linkedin.com/company/smart-teachers,SmartTeachers,2018-10-18T14:38:09.914Z
https://www.linkedin.com/company/telstra,Telstra,2018-10-18T14:39:06.895Z
https://www.linkedin.com/company/pageup,PageUp,2018-10-18T14:39:24.901Z
https://www.linkedin.com/company/greythornaustralia,"GreythornAustralia,anExperisCompany",2018-10-18T14:39:42.026Z
https://www.linkedin.com/company/annexa-pty-ltd,Annexa-NetSuiteSolutionProvider,2018-10-18T14:39:42.605Z
https://www.linkedin.com/company/civica,Civica,2018-10-18T14:39:43.175Z
https://www.linkedin.com/company/aricent,Aricent,2018-10-18T14:39:56.844Z
https://www.linkedin.com/company/kloud-solutions,KloudSolutions,2018-10-18T14:39:57.998Z
https://www.linkedin.com/school/university-of-melbourne/,UniversityofMelbourne,2018-10-18T14:42:00.415Z
https://www.linkedin.com/company/attache-software,Attach Software,2018-10-19T01:21:00.627Z
https://www.linkedin.com/company/rowben-consulting,Rowben Consulting,2018-10-19T01:21:54.819Z
https://www.linkedin.com/company/servia/,Servia,2018-10-19T01:22:47.077Z
https://www.linkedin.com/school/reading-area-community-college/,ReadingAreaCommunityCollege,2018-10-19T01:22:48.276Z
